id,orderdate,status,onlineorderflag,customerid,salesperson_id,salesterritory_id,currencyrateid,totaldue,rowguid,modifieddate
43743,2011-06-11 00:00:00.000000,5,true,11007,,9,145,3756.989,49ce5dda-33b4-4e30-9945-0f54bb36a823,2011-06-18 00:00:00.000000
43744,2011-06-11 00:00:00.000000,5,true,16631,,9,145,3953.9884,6f4346c6-953d-4bb5-8508-18f9cf31a83c,2011-06-18 00:00:00.000000
43745,2011-06-12 00:00:00.000000,5,true,16514,,9,158,3953.9884,f8d467f2-7039-430d-bfaa-3f6d0405fc6f,2011-06-19 00:00:00.000000
43746,2011-06-12 00:00:00.000000,5,true,16616,,9,158,3953.9884,ce002911-f422-449d-ac95-c542a5553f46,2011-06-19 00:00:00.000000
43747,2011-06-13 00:00:00.000000,5,true,27623,,4,,3953.9884,5dc249a1-592c-472e-93b7-e2f26dde5dab,2011-06-20 00:00:00.000000
43748,2011-06-13 00:00:00.000000,5,true,27625,,1,,3953.9884,5d25e2a5-a4c6-45aa-b388-9bd83769a2af,2011-06-20 00:00:00.000000
43749,2011-06-13 00:00:00.000000,5,true,27636,,1,,3953.9884,6c9f6457-1494-4c6c-8f57-3da2505d2bf6,2011-06-20 00:00:00.000000
43750,2011-06-13 00:00:00.000000,5,true,11591,,7,177,3953.9884,9f5b2b08-c237-4691-b757-a5d15970a6dc,2011-06-20 00:00:00.000000
43751,2011-06-13 00:00:00.000000,5,true,11592,,7,177,3953.9884,becfdfc1-4e38-4250-9ed8-5f88282865f8,2011-06-20 00:00:00.000000
43752,2011-06-13 00:00:00.000000,5,true,13265,,8,175,3953.9884,3c3ce19a-5eb4-4a2b-931e-bd2a65334f12,2011-06-20 00:00:00.000000
43753,2011-06-13 00:00:00.000000,5,true,16482,,9,171,3953.9884,e133a699-6529-4494-80f0-c700a193585d,2011-06-20 00:00:00.000000
43754,2011-06-14 00:00:00.000000,5,true,27617,,1,,3953.9884,86b0c2b9-6abd-4b69-9c76-2b702b604d77,2011-06-21 00:00:00.000000
43755,2011-06-14 00:00:00.000000,5,true,27670,,4,,3953.9884,98337979-2598-4e10-8666-4823d1eb0564,2011-06-21 00:00:00.000000
43756,2011-06-14 00:00:00.000000,5,true,19941,,10,191,772.5036,6d3ee374-d017-4007-9ba3-8966f2b3cd00,2011-06-21 00:00:00.000000
43757,2011-06-14 00:00:00.000000,5,true,11017,,9,184,3729.364,238fd676-5c9c-44a6-8c10-f890887887b6,2011-06-21 00:00:00.000000
43758,2011-06-15 00:00:00.000000,5,true,27646,,4,,3953.9884,c54ab7fa-b136-4954-9e52-ed8283e91460,2011-06-22 00:00:00.000000
43759,2011-06-15 00:00:00.000000,5,true,13257,,8,201,3953.9884,12c67787-b108-41bc-8ead-7241e2fe1f14,2011-06-22 00:00:00.000000
43760,2011-06-15 00:00:00.000000,5,true,16352,,9,197,3953.9884,ff8ed378-d791-4029-a332-0b0ad2751cb1,2011-06-22 00:00:00.000000
43761,2011-06-15 00:00:00.000000,5,true,16493,,9,197,3953.9884,d8d63fcb-ca38-41d2-bbee-add8bdc7a11a,2011-06-22 00:00:00.000000
43762,2011-06-16 00:00:00.000000,5,true,27578,,4,,3953.9884,587a050c-626f-4d69-a5ac-5e4cf662a13b,2011-06-23 00:00:00.000000
43763,2011-06-16 00:00:00.000000,5,true,16525,,9,210,3953.9884,1f38b7d0-0c7a-4e66-abc4-91d79143f276,2011-06-23 00:00:00.000000
43764,2011-06-16 00:00:00.000000,5,true,16612,,9,210,3953.9884,4b61937a-7e76-4f51-94ad-20784258e473,2011-06-23 00:00:00.000000
43765,2011-06-16 00:00:00.000000,5,true,11010,,9,210,3756.989,41a0f8e4-d228-441f-97d3-e7e4a6de042c,2011-06-23 00:00:00.000000
43766,2011-06-17 00:00:00.000000,5,true,16518,,9,223,3953.9884,bcb28f9b-69d0-4fbe-aa8a-6b4cda8e7bfe,2011-06-24 00:00:00.000000
43767,2011-06-17 00:00:00.000000,5,true,11001,,9,223,3729.364,bf2e1105-44c2-422f-92e8-59c575bf2652,2011-06-24 00:00:00.000000
43768,2011-06-18 00:00:00.000000,5,true,27649,,1,,3953.9884,534c4daf-51fe-47d6-b58a-35358bbad410,2011-06-25 00:00:00.000000
43769,2011-06-18 00:00:00.000000,5,true,21659,,6,238,3953.9884,ec7c8a6c-120c-4025-b230-52e48b27fdad,2011-06-25 00:00:00.000000
43770,2011-06-18 00:00:00.000000,5,true,27614,,1,,3953.9884,7d3ce5fa-5b2a-4d88-a33c-72efcc5aec8a,2011-06-25 00:00:00.000000
43771,2011-06-18 00:00:00.000000,5,true,14559,,4,,772.5036,45081816-b4d2-42d5-b761-84f1157dfd31,2011-06-25 00:00:00.000000
43772,2011-06-18 00:00:00.000000,5,true,16524,,9,236,3953.9884,877a235b-c962-4f16-ba92-48ae4c8e5e5b,2011-06-25 00:00:00.000000
43773,2011-06-18 00:00:00.000000,5,true,16526,,9,236,3953.9884,f49bc13f-8993-4042-9b85-8f671b1e15f0,2011-06-25 00:00:00.000000
43774,2011-06-18 00:00:00.000000,5,true,16348,,9,236,3953.9884,3c2f2cf6-d381-4233-a5a7-dd2a2e31a503,2011-06-25 00:00:00.000000
43775,2011-06-18 00:00:00.000000,5,true,11027,,9,236,3756.989,64bec07c-2d34-4360-97f9-aab1d4ec53f5,2011-06-25 00:00:00.000000
43776,2011-06-19 00:00:00.000000,5,true,13260,,8,253,3953.9884,7d468137-4412-4bde-bc27-ea17d07bb01e,2011-06-26 00:00:00.000000
43777,2011-06-19 00:00:00.000000,5,true,16515,,9,249,3953.9884,764526c9-3393-4b23-850d-f744944c00d3,2011-06-26 00:00:00.000000
43778,2011-06-19 00:00:00.000000,5,true,11018,,9,249,3756.989,2226d4b2-38a6-4f18-9925-77f36f8902e2,2011-06-26 00:00:00.000000
43779,2011-06-19 00:00:00.000000,5,true,25252,,9,249,772.5036,6628447b-1958-48bf-b611-60b751fa8daf,2011-06-26 00:00:00.000000
43780,2011-06-20 00:00:00.000000,5,true,11599,,7,268,3953.9884,8450af5f-35e8-4085-a27f-7bd68a1393ac,2011-06-27 00:00:00.000000
43781,2011-06-20 00:00:00.000000,5,true,16495,,9,262,3953.9884,4bf0100b-0cc1-4faf-ace2-1a0a6748aad6,2011-06-27 00:00:00.000000
43782,2011-06-20 00:00:00.000000,5,true,16516,,9,262,3953.9884,82648ec2-cf59-46f6-8f89-434ed5e035fb,2011-06-27 00:00:00.000000
43783,2011-06-20 00:00:00.000000,5,true,16620,,9,262,3953.9884,4b963ee6-0b6e-4ad5-b778-a24757b6c1f2,2011-06-27 00:00:00.000000
43784,2011-06-21 00:00:00.000000,5,true,27667,,4,,3953.9884,8d7e4809-df6b-4b89-b92f-724ffb2be7a2,2011-06-28 00:00:00.000000
43785,2011-06-21 00:00:00.000000,5,true,11601,,7,281,3953.9884,3a9346f3-f9b0-4446-b336-82767fda4371,2011-06-28 00:00:00.000000
43786,2011-06-21 00:00:00.000000,5,true,11607,,7,281,3953.9884,24838e6c-11c1-4547-b8d8-1049db94d2fb,2011-06-28 00:00:00.000000
43787,2011-06-21 00:00:00.000000,5,true,29385,,8,279,3756.989,aba30b1e-af5f-460f-bb5e-52c6e25ede27,2011-06-28 00:00:00.000000
43788,2011-06-21 00:00:00.000000,5,true,11239,,10,282,3729.364,c9b98e5b-98cb-43f1-9e12-d2256911f81b,2011-06-28 00:00:00.000000
43789,2011-06-21 00:00:00.000000,5,true,25865,,1,,3729.364,285d40c2-49e7-479c-966b-433b1bd5c02e,2011-06-28 00:00:00.000000
43790,2011-06-21 00:00:00.000000,5,true,25857,,1,,3756.989,82da4f92-6e7b-4c70-8031-825e4d6db3b4,2011-06-28 00:00:00.000000
43791,2011-06-21 00:00:00.000000,5,true,16484,,9,275,3953.9884,7ecb76e0-86ae-403f-a10f-ba291a9a2284,2011-06-28 00:00:00.000000
43792,2011-06-21 00:00:00.000000,5,true,16623,,9,275,3953.9884,ce94c6ef-ff67-4604-96b0-009272603cf3,2011-06-28 00:00:00.000000
43793,2011-06-21 00:00:00.000000,5,true,11000,,9,275,3756.989,a95bfafe-7543-43f7-a890-9ad41d4e6e5e,2011-06-28 00:00:00.000000
43794,2011-06-21 00:00:00.000000,5,true,11029,,9,275,3756.989,b98f56bd-5532-4fea-a8fc-8011ecd96a07,2011-06-28 00:00:00.000000
43795,2011-06-22 00:00:00.000000,5,true,27615,,4,,3953.9884,1ab2b20a-6bc9-4097-b380-489fafdd1ad0,2011-06-29 00:00:00.000000
43796,2011-06-22 00:00:00.000000,5,true,17956,,7,294,772.5036,8ecc65d3-f694-4491-aeed-ad3891f0b85a,2011-06-29 00:00:00.000000
43797,2011-06-22 00:00:00.000000,5,true,16345,,9,288,3953.9884,748920de-6c71-45ca-a71a-417de701b2e2,2011-06-29 00:00:00.000000
43798,2011-06-22 00:00:00.000000,5,true,16521,,9,288,3953.9884,9bc36686-9653-4d73-91d7-420cd2c8f112,2011-06-29 00:00:00.000000
43799,2011-06-22 00:00:00.000000,5,true,16636,,9,288,3953.9884,251a8221-64ec-4c45-82fb-73693071529b,2011-06-29 00:00:00.000000
43800,2011-06-23 00:00:00.000000,5,true,21710,,6,303,3953.9884,46cd4997-1031-482b-8eab-4f1fecccbee1,2011-06-30 00:00:00.000000
43801,2011-06-23 00:00:00.000000,5,true,13583,,10,308,3953.9884,4449b819-b1d7-4d26-9e9f-209763605dc7,2011-06-30 00:00:00.000000
43802,2011-06-23 00:00:00.000000,5,true,11593,,7,307,3953.9884,d47fad1f-32bc-4b93-b73e-b1c4ba087c07,2011-06-30 00:00:00.000000
43803,2011-06-24 00:00:00.000000,5,true,21741,,6,316,3953.9884,6aadd0b2-fa38-4d83-aae4-97ec98176f3e,2011-07-01 00:00:00.000000
43804,2011-06-24 00:00:00.000000,5,true,13585,,10,321,3953.9884,6fad5fb1-7720-412a-a592-65571a39ae76,2011-07-01 00:00:00.000000
43805,2011-06-24 00:00:00.000000,5,true,14510,,1,,772.5036,72c04df5-3142-48ed-acc0-ccb70a73d834,2011-07-01 00:00:00.000000
43806,2011-06-24 00:00:00.000000,5,true,16523,,9,314,3953.9884,0b7ff8b1-1333-4566-b764-b821f8584117,2011-07-01 00:00:00.000000
43807,2011-06-25 00:00:00.000000,5,true,11611,,7,333,3953.9884,c701e2a6-d540-4c85-984b-f3ca5ba217bd,2011-07-02 00:00:00.000000
43808,2011-06-25 00:00:00.000000,5,true,13259,,8,331,3953.9884,c1778314-2ee3-45f6-8c55-64c6257d3d3a,2011-07-02 00:00:00.000000
43809,2011-06-25 00:00:00.000000,5,true,16350,,9,327,3953.9884,b22487ba-5f20-4a95-ae2e-41fc13e6ac57,2011-07-02 00:00:00.000000
43810,2011-06-25 00:00:00.000000,5,true,11004,,9,327,3756.989,d09fe167-a2d8-4572-b5a8-19230e99122b,2011-07-02 00:00:00.000000
43811,2011-06-25 00:00:00.000000,5,true,11026,,9,327,3756.989,179e2f72-6928-43d5-b276-1f8b41226cd6,2011-07-02 00:00:00.000000
43812,2011-06-26 00:00:00.000000,5,true,27662,,4,,3953.9884,2b214c28-8a52-4e8f-9d82-3049bf3795d1,2011-07-03 00:00:00.000000
43813,2011-06-26 00:00:00.000000,5,true,28390,,7,346,3729.364,c609e786-5b77-48e3-a1c8-77355f5ded15,2011-07-03 00:00:00.000000
43814,2011-06-26 00:00:00.000000,5,true,25866,,1,,3729.364,7bd75954-ec0d-4e4e-8629-2aa050a69cac,2011-07-03 00:00:00.000000
43815,2011-06-26 00:00:00.000000,5,true,16494,,9,340,3953.9884,f6a9d942-b3b4-463b-aaaf-af1eab874361,2011-07-03 00:00:00.000000
43816,2011-06-26 00:00:00.000000,5,true,16496,,9,340,3953.9884,2ab57617-a5a4-48a2-aca6-655c0bd30891,2011-07-03 00:00:00.000000
43817,2011-06-26 00:00:00.000000,5,true,16519,,9,340,3953.9884,1da0a907-765d-4381-ba2c-9de4cbe351ad,2011-07-03 00:00:00.000000
43818,2011-06-26 00:00:00.000000,5,true,16528,,9,340,3953.9884,65ab0abd-7b92-4af2-9328-defbbc4fd3b7,2011-07-03 00:00:00.000000
43819,2011-06-26 00:00:00.000000,5,true,11006,,9,340,3756.989,7c99df39-c367-4af3-9965-85a32d80670d,2011-07-03 00:00:00.000000
43820,2011-06-27 00:00:00.000000,5,true,27651,,4,,3953.9884,9c319187-6716-4b90-a514-782948ebcc38,2011-07-04 00:00:00.000000
43821,2011-06-27 00:00:00.000000,5,true,27663,,4,,3953.9884,8264c761-ea30-4afe-ac6f-f9ad3f166653,2011-07-04 00:00:00.000000
43822,2011-06-27 00:00:00.000000,5,true,27669,,4,,3953.9884,a7d40f18-b90f-4f76-9de2-a90455679548,2011-07-04 00:00:00.000000
43823,2011-06-27 00:00:00.000000,5,true,19942,,10,360,772.5036,a7713643-3f6f-4856-bcef-f469fd6e5e33,2011-07-04 00:00:00.000000
43824,2011-06-27 00:00:00.000000,5,true,14558,,1,,772.5036,d2e9fa66-59fd-4c1e-96fb-71b50d161b9e,2011-07-04 00:00:00.000000
43825,2011-06-27 00:00:00.000000,5,true,16349,,9,353,3953.9884,3131524e-ac5b-4262-b286-6c281f42736b,2011-07-04 00:00:00.000000
43826,2011-06-27 00:00:00.000000,5,true,11008,,9,353,3729.364,a4592cf9-ac43-468a-8120-63621ae929df,2011-07-04 00:00:00.000000
43827,2011-06-27 00:00:00.000000,5,true,25250,,9,353,772.5036,f2ba18e3-b49e-4d01-bdd1-6aac7f0b6467,2011-07-04 00:00:00.000000
43828,2011-06-28 00:00:00.000000,5,true,27605,,1,,3953.9884,a89f9e4c-6bfe-42f4-8ad8-f98dc1dd70a5,2011-07-05 00:00:00.000000
43829,2011-06-28 00:00:00.000000,5,true,27611,,4,,3953.9884,c1e649cd-120b-407e-b94b-902772afd947,2011-07-05 00:00:00.000000
43830,2011-06-28 00:00:00.000000,5,true,16347,,9,366,3953.9884,33854633-a6bd-4337-b9c0-99443d5c229e,2011-07-05 00:00:00.000000
43831,2011-06-28 00:00:00.000000,5,true,11028,,9,366,3729.364,92d7e467-c917-4c05-bd34-a661e9667b96,2011-07-05 00:00:00.000000
43832,2011-06-28 00:00:00.000000,5,true,13584,,10,373,3953.9884,b2941ae1-0ac9-46fd-bf70-a6d05550faa2,2011-07-05 00:00:00.000000
